x,y,Magnitude,Direction,Force_Direction,Direction_Desync,time
1083.5,846.0859375,43.78813993926689,2.356257569735565,-1.5217428600285356,1.2344058754189022,2026-07-12 19:56:36.627953
1050.90625,875.41796875,43.84883802694749,2.4088172813772983,-2.3561944901923426,1.5167503546727554,2026-07-12 19:56:36.631141
1035.76171875,884.06640625,17.43996267122246,2.6227243556995066,-0.8700143204700566,1.1117732504812574,2026-07-12 19:56:36.644568
1003.8515625,903.81640625,37.52759747038723,2.5873736615413843,2.556715039869759,0.009758942374846898,2026-07-12 19:56:36.646835
975.66015625,919.31640625,32.17149959750927,2.6388930688498506,-0.8519663271732741,1.1111750570317371,2026-07-12 19:56:36.655077
946.0625,929.1796875,31.19784563891817,2.8199212882965647,-1.8152857531701874,1.475432225807587,2026-07-12 19:56:36.663259
917.61328125,935.94921875,29.243539471652163,2.9079856045947103,-1.215350665052237,1.3124986986888159,2026-07-12 19:56:36.670875
889.1640625,938.65625,28.57771974237672,3.046725182873324,-1.5707963267948974,1.4698027461936969,2026-07-12 19:56:36.678675
863.16796875,938.65625,25.99609375,3.141592653589793,-0.8345636576431152,1.2656498628775081,2026-07-12 19:56:36.686665
835.63671875,938.65625,27.53125,3.141592653589793,3.141592653589793,0.0,2026-07-12 19:56:36.695232
811.9765625,934.91796875,23.953658185724276,-2.984889042033634,-0.7679461366521283,0.7056748438879492,2026-07-12 19:56:36.702161
789.5625,924.95703125,24.527749053527366,-2.7234006644911326,-1.3731593376884808,0.42979516305520266,2026-07-12 19:56:36.711544
768.39453125,913.75,23.951627302533186,-2.6546764645784986,-0.7853981633974491,0.5950097632947694,2026-07-12 19:56:36.718046
750.578125,903.7265625,20.44244679536785,-2.62913032974218,0.3394754966758541,0.9449365827316624,2026-07-12 19:56:36.729199
734.671875,891.23046875,20.227732153439472,-2.475688494250007,-0.9130426197637636,0.49740563045328623,2026-07-12 19:56:36.733846
721.69140625,878.25,18.357154952210138,-2.356194490192345,-0.1640659580455932,0.6977761835678727,2026-07-12 19:56:36.745092
716.39453125,872.1953125,8.04463333460769,-2.2895349688432325,0.7335729538321727,0.962285138788124,2026-07-12 19:56:36.749809
701.1328125,853.4140625,24.200318402174002,-2.2531755191784693,-2.2350824525468402,0.005759201980229574,2026-07-12 19:56:36.763198
697.34765625,846.60546875,7.790016475557232,-2.078187057946887,0.8065510965191768,0.9182406736181312,2026-07-12 19:56:36.765370
684.34765625,823.20703125,26.767272506577996,-2.077923179876099,-2.07781485997704,3.447929474098617e-05,2026-07-12 19:56:36.778302
